Tipo Titulo;Data Vencimento;Data Base;Taxa Compra Manha;Taxa Venda Manha;PU Compra Manha;PU Venda Manha;PU Base Manha
Tesouro Selic;01/03/2029;18/01/2016;14,5539;14,6739;1.972,65;1.970,67;1.972,65
Tesouro Selic;01/03/2029;19/01/2016;14,6029;14,7229;1.976,87;1.974,89;1.976,87
Tesouro Selic;01/03/2029;20/01/2016;14,7346;14,8546;1.988,25;1.986,26;1.988,25
Tesouro Selic;01/03/2029;21/01/2016;14,6249;14,7449;1.978,76;1.976,79;1.978,76
Tesouro Selic;01/03/2029;22/01/2016;14,5095;14,6295;1.968,83;1.966,86;1.968,83
Tesouro Selic;01/03/2029;25/01/2016;14,3916;14,5116;1.958,71;1.956,75;1.958,71
Tesouro Selic;01/03/2029;26/01/2016;14,4076;14,5276;1.960,08;1.958,12;1.960,08
Tesouro Selic;01/03/2029;27/01/2016;14,3393;14,4593;1.954,24;1.952,28;1.954,24
Tesouro Selic;01/03/2029;28/01/2016;14,3707;14,4907;1.956,93;1.954,97;1.956,93
Tesouro Selic;01/03/2029;29/01/2016;14,4360;14,5560;1.962,52;1.960,55;1.962,52
Tesouro Selic;01/03/2029;01/02/2016;14,3471;14,4671;1.954,90;1.952,95;1.954,90
Tesouro Selic;01/03/2029;02/02/2016;14,3874;14,5074;1.958,35;1.956,39;1.958,35
Tesouro Selic;01/03/2029;03/02/2016;14,3165;14,4365;1.952,30;1.950,34;1.952,30
Tesouro Selic;01/03/2029;04/02/2016;14,3131;14,4331;1.952,00;1.950,05;1.952,00
Tesouro Selic;01/03/2029;05/02/2016;14,4347;14,5547;1.962,41;1.960,44;1.962,41
Tesouro Selic;01/03/2029;08/02/2016;14,5385;14,6585;1.971,32;1.969,35;1.971,32
Tesouro Selic;01/03/2029;09/02/2016;14,4162;14,5362;1.960,82;1.958,86;1.960,82
Tesouro Selic;01/03/2029;10/02/2016;14,3933;14,5133;1.958,86;1.956,90;1.958,86
Tesouro Selic;01/03/2029;11/02/2016;14,3263;14,4463;1.953,13;1.951,18;1.953,13
Tesouro Selic;01/03/2029;12/02/2016;14,1774;14,2974;1.940,44;1.938,50;1.940,44
Tesouro Selic;01/03/2029;15/02/2016;14,2587;14,3787;1.947,36;1.945,41;1.947,36
Tesouro Selic;01/03/2029;16/02/2016;14,2998;14,4198;1.950,87;1.948,92;1.950,87
Tesouro Selic;01/03/2029;17/02/2016;14,2284;14,3484;1.944,78;1.942,84;1.944,78
Tesouro Selic;01/03/2029;18/02/2016;14,3008;14,4208;1.950,95;1.949,00;1.950,95
Tesouro Selic;01/03/2029;19/02/2016;14,3163;14,4363;1.952,27;1.950,32;1.952,27
Tesouro Selic;01/03/2029;22/02/2016;14,2946;14,4146;1.950,42;1.948,47;1.950,42
Tesouro Selic;01/03/2029;23/02/2016;14,1475;14,2675;1.937,90;1.935,97;1.937,90
Tesouro Selic;01/03/2029;24/02/2016;14,0201;14,1401;1.927,11;1.925,18;1.927,11
Tesouro Selic;01/03/2029;25/02/2016;14,1350;14,2550;1.936,84;1.934,91;1.936,84
Tesouro Selic;01/03/2029;26/02/2016;14,2562;14,3762;1.947,15;1.945,20;1.947,15
Tesouro Selic;01/03/2029;29/02/2016;14,2699;14,3899;1.948,31;1.946,36;1.948,31
Tesouro Selic;01/03/2029;01/03/2016;14,3702;14,4902;1.956,88;1.954,93;1.956,88
Tesouro Selic;01/03/2029;02/03/2016;14,3950;14,5150;1.959,00;1.957,04;1.959,00
Tesouro Selic;01/03/2029;03/03/2016;14,2894;14,4094;1.949,98;1.948,03;1.949,98
Tesouro Selic;01/03/2029;04/03/2016;14,1777;14,2977;1.940,46;1.938,52;1.940,46
Tesouro Selic;01/03/2029;07/03/2016;14,1201;14,2401;1.935,58;1.933,65;1.935,58
Tesouro Selic;01/03/2029;08/03/2016;14,2398;14,3598;1.945,75;1.943,81;1.945,75
Tesouro Selic;01/03/2029;09/03/2016;14,3287;14,4487;1.953,33;1.951,38;1.953,33
Tesouro Selic;01/03/2029;10/03/2016;14,4369;14,5569;1.962,59;1.960,63;1.962,59
Tesouro Selic;01/03/2029;11/03/2016;14,5566;14,6766;1.972,88;1.970,90;1.972,88
Tesouro Selic;01/03/2029;14/03/2016;14,4696;14,5896;1.965,40;1.963,43;1.965,40
Tesouro Selic;01/03/2029;15/03/2016;14,3944;14,5144;1.958,96;1.957,00;1.958,96
Tesouro Selic;01/03/2029;16/03/2016;14,2753;14,3953;1.948,77;1.946,83;1.948,77
Tesouro Selic;01/03/2029;17/03/2016;14,3593;14,4793;1.955,95;1.953,99;1.955,95
Tesouro Selic;01/03/2029;18/03/2016;14,4746;14,5946;1.965,82;1.963,86;1.965,82
Tesouro Selic;01/03/2029;21/03/2016;14,4465;14,5665;1.963,41;1.961,45;1.963,41
Tesouro Selic;01/03/2029;22/03/2016;14,4827;14,6027;1.966,52;1.964,55;1.966,52
Tesouro Selic;01/03/2029;23/03/2016;14,3790;14,4990;1.957,64;1.955,68;1.957,64
Tesouro Selic;01/03/2029;24/03/2016;14,5080;14,6280;1.968,70;1.966,73;1.968,70
Tesouro Selic;01/03/2029;25/03/2016;14,6174;14,7374;1.978,12;1.976,14;1.978,12
Tesouro Selic;01/03/2029;28/03/2016;14,7602;14,8802;1.990,48;1.988,49;1.990,48
Tesouro Selic;01/03/2029;29/03/2016;14,8535;14,9735;1.998,58;1.996,58;1.998,58
Tesouro Selic;01/03/2029;30/03/2016;14,9679;15,0879;2.008,55;2.006,54;2.008,55
Tesouro Selic;01/03/2029;31/03/2016;14,8253;14,9453;1.996,13;1.994,13;1.996,13
Tesouro Selic;01/03/2029;01/04/2016;14,8963;15,0163;2.002,30;2.000,30;2.002,30
Tesouro Selic;01/03/2029;04/04/2016;14,8460;14,9660;1.997,92;1.995,92;1.997,92
Tesouro Selic;01/03/2029;05/04/2016;14,9752;15,0952;2.009,19;2.007,18;2.009,19
Tesouro Selic;01/03/2029;06/04/2016;15,0659;15,1859;2.017,12;2.015,11;2.017,12
Tesouro Selic;01/03/2029;07/04/2016;15,1751;15,2951;2.026,72;2.024,69;2.026,72
Tesouro Selic;01/03/2029;08/04/2016;15,2683;15,3883;2.034,93;2.032,90;2.034,93
Tesouro Selic;01/03/2029;11/04/2016;15,1984;15,3184;2.028,76;2.026,73;2.028,76
Tesouro Selic;01/03/2029;12/04/2016;15,2846;15,4046;2.036,37;2.034,33;2.036,37
Tesouro Selic;01/03/2029;13/04/2016;15,1670;15,2870;2.026,00;2.023,98;2.026,00
Tesouro Selic;01/03/2029;14/04/2016;15,2786;15,3986;2.035,84;2.033,81;2.035,84
Tesouro Selic;01/03/2029;15/04/2016;15,3862;15,5062;2.045,36;2.043,32;2.045,36
Tesouro Selic;01/03/2029;18/04/2016;15,3030;15,4230;2.037,99;2.035,95;2.037,99
Tesouro Selic;01/03/2029;19/04/2016;15,3979;15,5179;2.046,40;2.044,35;2.046,40
Tesouro Selic;01/03/2029;20/04/2016;15,3860;15,5060;2.045,34;2.043,30;2.045,34
Tesouro Selic;01/03/2029;21/04/2016;15,3276;15,4476;2.040,17;2.038,13;2.040,17
Tesouro Selic;01/03/2029;22/04/2016;15,4162;15,5362;2.048,02;2.045,97;2.048,02
Tesouro Selic;01/03/2029;25/04/2016;15,3345;15,4545;2.040,78;2.038,74;2.040,78
Tesouro Selic;01/03/2029;26/04/2016;15,1916;15,3116;2.028,17;2.026,14;2.028,17
Tesouro Selic;01/03/2029;27/04/2016;15,0995;15,2195;2.020,07;2.018,05;2.020,07
Tesouro Selic;01/03/2029;28/04/2016;15,0480;15,1680;2.015,56;2.013,54;2.015,56
Tesouro Selic;01/03/2029;29/04/2016;15,1573;15,2773;2.025,15;2.023,12;2.025,15
Tesouro Selic;01/03/2029;02/05/2016;15,2974;15,4174;2.037,50;2.035,46;2.037,50
Tesouro Selic;01/03/2029;03/05/2016;15,2311;15,3511;2.031,65;2.029,62;2.031,65
Tesouro Selic;01/03/2029;04/05/2016;15,2735;15,3935;2.035,39;2.033,36;2.035,39
Tesouro Selic;01/03/2029;05/05/2016;15,2434;15,3634;2.032,74;2.030,70;2.032,74
Tesouro Selic;01/03/2029;06/05/2016;15,3878;15,5078;2.045,50;2.043,45;2.045,50
Tesouro Selic;01/03/2029;09/05/2016;15,3986;15,5186;2.046,46;2.044,42;2.046,46
Tesouro Selic;01/03/2029;10/05/2016;15,5304;15,6504;2.058,17;2.056,11;2.058,17
Tesouro Selic;01/03/2029;11/05/2016;15,4150;15,5350;2.047,91;2.045,87;2.047,91
Tesouro Selic;01/03/2029;12/05/2016;15,5561;15,6761;2.060,46;2.058,40;2.060,46
Tesouro Selic;01/03/2029;13/05/2016;15,4597;15,5797;2.051,88;2.049,83;2.051,88
Tesouro Selic;01/03/2029;16/05/2016;15,5985;15,7185;2.064,24;2.062,18;2.064,24
Tesouro Selic;01/03/2029;17/05/2016;15,5281;15,6481;2.057,97;2.055,91;2.057,97
Tesouro Selic;01/03/2029;18/05/2016;15,4106;15,5306;2.047,52;2.045,48;2.047,52
Tesouro Selic;01/03/2029;19/05/2016;15,3910;15,5110;2.045,78;2.043,74;2.045,78
Tesouro Selic;01/03/2029;20/05/2016;15,4596;15,5796;2.051,87;2.049,82;2.051,87
Tesouro Selic;01/03/2029;23/05/2016;15,4037;15,5237;2.046,91;2.044,86;2.046,91
Tesouro Selic;01/03/2029;24/05/2016;15,4355;15,5555;2.049,73;2.047,68;2.049,73
Tesouro Selic;01/03/2029;25/05/2016;15,4390;15,5590;2.050,04;2.047,99;2.050,04
Tesouro Selic;01/03/2029;26/05/2016;15,4045;15,5245;2.046,98;2.044,94;2.046,98
Tesouro Selic;01/03/2029;27/05/2016;15,4275;15,5475;2.049,02;2.046,97;2.049,02
Tesouro Selic;01/03/2029;30/05/2016;15,3539;15,4739;2.042,50;2.040,46;2.042,50
Tesouro Selic;01/03/2029;31/05/2016;15,4165;15,5365;2.048,05;2.046,00;2.048,05
Tesouro Selic;01/03/2029;01/06/2016;15,2671;15,3871;2.034,82;2.032,78;2.034,82
Tesouro Selic;01/03/2029;02/06/2016;15,3947;15,5147;2.046,11;2.044,07;2.046,11
Tesouro Selic;01/03/2029;03/06/2016;15,4063;15,5263;2.047,14;2.045,09;2.047,14
Tesouro Selic;01/03/2029;06/06/2016;15,4721;15,5921;2.052,98;2.050,93;2.052,98
Tesouro Selic;01/03/2029;07/06/2016;15,5447;15,6647;2.059,44;2.057,38;2.059,44
Tesouro Selic;01/03/2029;08/06/2016;15,5959;15,7159;2.064,01;2.061,94;2.064,01
Tesouro Selic;01/03/2029;09/06/2016;15,5551;15,6751;2.060,37;2.058,31;2.060,37
Tesouro Selic;01/03/2029;10/06/2016;15,4261;15,5461;2.048,90;2.046,85;2.048,90
Tesouro Selic;01/03/2029;13/06/2016;15,4754;15,5954;2.053,28;2.051,22;2.053,28
Tesouro Selic;01/03/2029;14/06/2016;15,4245;15,5445;2.048,75;2.046,70;2.048,75
Tesouro Selic;01/03/2029;15/06/2016;15,3686;15,4886;2.043,80;2.041,76;2.043,80
Tesouro Selic;01/03/2029;16/06/2016;15,4730;15,5930;2.053,07;2.051,01;2.053,07
Tesouro Selic;01/03/2029;17/06/2016;15,5390;15,6590;2.058,93;2.056,87;2.058,93
Tesouro Selic;01/03/2029;20/06/2016;15,4791;15,5991;2.053,60;2.051,55;2.053,60
Tesouro Selic;01/03/2029;21/06/2016;15,4218;15,5418;2.048,52;2.046,47;2.048,52
Tesouro Selic;01/03/2029;22/06/2016;15,3944;15,5144;2.046,08;2.044,04;2.046,08
Tesouro Selic;01/03/2029;23/06/2016;15,3651;15,4851;2.043,49;2.041,44;2.043,49
Tesouro Selic;01/03/2029;24/06/2016;15,3038;15,4238;2.038,06;2.036,03;2.038,06
Tesouro Selic;01/03/2029;27/06/2016;15,1920;15,3120;2.028,20;2.026,17;2.028,20
Tesouro Selic;01/03/2029;28/06/2016;15,1681;15,2881;2.026,10;2.024,07;2.026,10
Tesouro Selic;01/03/2029;29/06/2016;15,3002;15,4202;2.037,75;2.035,71;2.037,75
Tesouro Selic;01/03/2029;30/06/2016;15,3534;15,4734;2.042,45;2.040,41;2.042,45
Tesouro Selic;01/03/2029;01/07/2016;15,4742;15,5942;2.053,17;2.051,12;2.053,17
Tesouro Selic;01/03/2029;04/07/2016;15,5089;15,6289;2.056,26;2.054,20;2.056,26
Tesouro Selic;01/03/2029;05/07/2016;15,4492;15,5692;2.050,95;2.048,90;2.050,95
Tesouro Selic;01/03/2029;06/07/2016;15,4636;15,5836;2.052,22;2.050,17;2.052,22
Tesouro Selic;01/03/2029;07/07/2016;15,3137;15,4337;2.038,94;2.036,90;2.038,94
Tesouro Selic;01/03/2029;08/07/2016;15,2498;15,3698;2.033,29;2.031,26;2.033,29
Tesouro Selic;01/03/2029;11/07/2016;15,2287;15,3487;2.031,44;2.029,41;2.031,44
Tesouro Selic;01/03/2029;12/07/2016;15,2527;15,3727;2.033,55;2.031,52;2.033,55
Tesouro Selic;01/03/2029;13/07/2016;15,2991;15,4191;2.037,65;2.035,62;2.037,65
Tesouro Selic;01/03/2029;14/07/2016;15,2886;15,4086;2.036,72;2.034,69;2.036,72
Tesouro Selic;01/03/2029;15/07/2016;15,2713;15,3913;2.035,19;2.033,16;2.035,19
Tesouro Selic;01/03/2029;18/07/2016;15,1854;15,3054;2.027,62;2.025,59;2.027,62
Tesouro Selic;01/03/2029;19/07/2016;15,1773;15,2973;2.026,91;2.024,89;2.026,91
Tesouro Selic;01/03/2029;20/07/2016;15,2977;15,4177;2.037,53;2.035,49;2.037,53
Tesouro Selic;01/03/2029;21/07/2016;15,3865;15,5065;2.045,39;2.043,34;2.045,39
Tesouro Selic;01/03/2029;22/07/2016;15,2874;15,4074;2.036,62;2.034,58;2.036,62
Tesouro Selic;01/03/2029;25/07/2016;15,1629;15,2829;2.025,64;2.023,61;2.025,64
Tesouro Selic;01/03/2029;26/07/2016;15,1675;15,2875;2.026,05;2.024,02;2.026,05
Tesouro Selic;01/03/2029;27/07/2016;15,2074;15,3274;2.029,56;2.027,53;2.029,56
Tesouro Selic;01/03/2029;28/07/2016;15,1579;15,2779;2.025,21;2.023,18;2.025,21
Tesouro Selic;01/03/2029;29/07/2016;15,2535;15,3735;2.033,62;2.031,59;2.033,62
Tesouro Selic;01/03/2029;01/08/2016;15,3288;15,4488;2.040,28;2.038,23;2.040,28
Tesouro Selic;01/03/2029;02/08/2016;15,3806;15,5006;2.044,86;2.042,82;2.044,86
Tesouro Selic;01/03/2029;03/08/2016;15,2980;15,4180;2.037,55;2.035,52;2.037,55
Tesouro Selic;01/03/2029;04/08/2016;15,2078;15,3278;2.029,59;2.027,56;2.029,59
Tesouro Selic;01/03/2029;05/08/2016;15,0651;15,1851;2.017,06;2.015,04;2.017,06
Tesouro Selic;01/03/2029;08/08/2016;14,9885;15,1085;2.010,36;2.008,35;2.010,36
Tesouro Selic;01/03/2029;09/08/2016;14,9811;15,1011;2.009,70;2.007,69;2.009,70
Tesouro Selic;01/03/2029;10/08/2016;15,0860;15,2060;2.018,89;2.016,87;2.018,89
Tesouro Selic;01/03/2029;11/08/2016;14,9579;15,0779;2.007,67;2.005,67;2.007,67
Tesouro Selic;01/03/2029;12/08/2016;14,9322;15,0522;2.005,43;2.003,43;2.005,43
Tesouro Selic;01/03/2029;15/08/2016;14,9711;15,0911;2.008,83;2.006,82;2.008,83
Tesouro Selic;01/03/2029;16/08/2016;14,8794;14,9994;2.000,84;1.998,84;2.000,84
Tesouro Selic;01/03/2029;17/08/2016;14,9384;15,0584;2.005,97;2.003,97;2.005,97
Tesouro Selic;01/03/2029;18/08/2016;14,9367;15,0567;2.005,82;2.003,82;2.005,82
Tesouro Selic;01/03/2029;19/08/2016;14,8599;14,9799;1.999,13;1.997,13;1.999,13
Tesouro Selic;01/03/2029;22/08/2016;14,9067;15,0267;2.003,21;2.001,21;2.003,21
Tesouro Selic;01/03/2029;23/08/2016;14,7583;14,8783;1.990,31;1.988,32;1.990,31
Tesouro Selic;01/03/2029;24/08/2016;14,8336;14,9536;1.996,85;1.994,85;1.996,85
Tesouro Selic;01/03/2029;25/08/2016;14,9146;15,0346;2.003,90;2.001,90;2.003,90
Tesouro Selic;01/03/2029;26/08/2016;14,7966;14,9166;1.993,63;1.991,64;1.993,63
Tesouro Selic;01/03/2029;29/08/2016;14,7742;14,8942;1.991,69;1.989,69;1.991,69
Tesouro Selic;01/03/2029;30/08/2016;14,6769;14,7969;1.983,26;1.981,28;1.983,26
Tesouro Selic;01/03/2029;31/08/2016;14,8143;14,9343;1.995,17;1.993,18;1.995,17
Tesouro Selic;01/03/2029;01/09/2016;14,8197;14,9397;1.995,64;1.993,64;1.995,64
Tesouro Selic;01/03/2029;02/09/2016;14,6848;14,8048;1.983,94;1.981,96;1.983,94
Tesouro Selic;01/03/2029;05/09/2016;14,6095;14,7295;1.977,44;1.975,46;1.977,44
Tesouro Selic;01/03/2029;06/09/2016;14,7140;14,8340;1.986,47;1.984,49;1.986,47
Tesouro Selic;01/03/2029;07/09/2016;14,7010;14,8210;1.985,34;1.983,36;1.985,34
Tesouro Selic;01/03/2029;08/09/2016;14,7914;14,9114;1.993,18;1.991,19;1.993,18
Tesouro Selic;01/03/2029;09/09/2016;14,8417;14,9617;1.997,55;1.995,55;1.997,55
Tesouro Selic;01/03/2029;12/09/2016;14,9880;15,1080;2.010,31;2.008,30;2.010,31
Tesouro Selic;01/03/2029;13/09/2016;15,0167;15,1367;2.012,82;2.010,80;2.012,82
Tesouro Selic;01/03/2029;14/09/2016;15,1517;15,2717;2.024,66;2.022,63;2.024,66
Tesouro Selic;01/03/2029;15/09/2016;15,2691;15,3891;2.035,00;2.032,97;2.035,00
Tesouro Selic;01/03/2029;16/09/2016;15,3029;15,4229;2.037,99;2.035,95;2.037,99
Tesouro Selic;01/03/2029;19/09/2016;15,3687;15,4887;2.043,81;2.041,76;2.043,81
Tesouro Selic;01/03/2029;20/09/2016;15,3701;15,4901;2.043,93;2.041,89;2.043,93
Tesouro Selic;01/03/2029;21/09/2016;15,4693;15,5893;2.052,73;2.050,68;2.052,73
Tesouro Selic;01/03/2029;22/09/2016;15,4837;15,6037;2.054,01;2.051,96;2.054,01
Tesouro Selic;01/03/2029;23/09/2016;15,6028;15,7228;2.064,63;2.062,56;2.064,63
Tesouro Selic;01/03/2029;26/09/2016;15,6759;15,7959;2.071,17;2.069,09;2.071,17
Tesouro Selic;01/03/2029;27/09/2016;15,6683;15,7883;2.070,49;2.068,41;2.070,49
Tesouro Selic;01/03/2029;28/09/2016;15,5961;15,7161;2.064,03;2.061,96;2.064,03
Tesouro Selic;01/03/2029;29/09/2016;15,5202;15,6402;2.057,27;2.055,21;2.057,27
Tesouro Selic;01/03/2029;30/09/2016;15,5615;15,6815;2.060,95;2.058,89;2.060,95
Tesouro Selic;01/03/2029;03/10/2016;15,6413;15,7613;2.068,07;2.066,00;2.068,07
Tesouro Selic;01/03/2029;04/10/2016;15,6477;15,7677;2.068,64;2.066,57;2.068,64
Tesouro Selic;01/03/2029;05/10/2016;15,6857;15,8057;2.072,04;2.069,97;2.072,04
Tesouro Selic;01/03/2029;06/10/2016;15,6181;15,7381;2.065,99;2.063,93;2.065,99
Tesouro Selic;01/03/2029;07/10/2016;15,4913;15,6113;2.054,69;2.052,64;2.054,69
Tesouro Selic;01/03/2029;10/10/2016;15,4270;15,5470;2.048,98;2.046,93;2.048,98
Tesouro Selic;01/03/2029;11/10/2016;15,3586;15,4786;2.042,91;2.040,87;2.042,91
Tesouro Selic;01/03/2029;12/10/2016;15,3045;15,4245;2.038,13;2.036,09;2.038,13
Tesouro Selic;01/03/2029;13/10/2016;15,3165;15,4365;2.039,19;2.037,15;2.039,19
Tesouro Selic;01/03/2029;14/10/2016;15,2080;15,3280;2.029,62;2.027,59;2.029,62
Tesouro Selic;01/03/2029;17/10/2016;15,1274;15,2474;2.022,52;2.020,50;2.022,52
Tesouro Selic;01/03/2029;18/10/2016;15,1856;15,3056;2.027,64;2.025,61;2.027,64
Tesouro Selic;01/03/2029;19/10/2016;15,2475;15,3675;2.033,10;2.031,06;2.033,10
Tesouro Selic;01/03/2029;20/10/2016;15,1168;15,2368;2.021,59;2.019,57;2.021,59
Tesouro Selic;01/03/2029;21/10/2016;15,0891;15,2091;2.019,16;2.017,14;2.019,16
Tesouro Selic;01/03/2029;24/10/2016;15,1019;15,2219;2.020,28;2.018,26;2.020,28
Tesouro Selic;01/03/2029;25/10/2016;15,0766;15,1966;2.018,06;2.016,05;2.018,06
Tesouro Selic;01/03/2029;26/10/2016;14,9886;15,1086;2.010,36;2.008,35;2.010,36
Tesouro Selic;01/03/2029;27/10/2016;14,9647;15,0847;2.008,27;2.006,26;2.008,27
Tesouro Selic;01/03/2029;28/10/2016;15,0861;15,2061;2.018,90;2.016,88;2.018,90
Tesouro Selic;01/03/2029;31/10/2016;15,1114;15,2314;2.021,11;2.019,09;2.021,11
Tesouro Selic;01/03/2029;01/11/2016;15,1700;15,2900;2.026,27;2.024,24;2.026,27
Tesouro Selic;01/03/2029;02/11/2016;15,2770;15,3970;2.035,70;2.033,67;2.035,70
Tesouro Selic;01/03/2029;03/11/2016;15,3567;15,4767;2.042,75;2.040,70;2.042,75
Tesouro Selic;01/03/2029;04/11/2016;15,3208;15,4408;2.039,57;2.037,53;2.039,57
Tesouro Selic;01/03/2029;07/11/2016;15,1726;15,2926;2.026,50;2.024,47;2.026,50
Tesouro Selic;01/03/2029;08/11/2016;15,1281;15,2481;2.022,59;2.020,56;2.022,59
Tesouro Selic;01/03/2029;09/11/2016;15,2042;15,3242;2.029,27;2.027,25;2.029,27
Tesouro Selic;01/03/2029;10/11/2016;15,3102;15,4302;2.038,63;2.036,59;2.038,63
Tesouro Selic;01/03/2029;11/11/2016;15,4462;15,5662;2.050,68;2.048,63;2.050,68
Tesouro Selic;01/03/2029;14/11/2016;15,4219;15,5419;2.048,53;2.046,48;2.048,53
Tesouro Selic;01/03/2029;15/11/2016;15,4962;15,6162;2.055,13;2.053,07;2.055,13
Tesouro Selic;01/03/2029;16/11/2016;15,5100;15,6300;2.056,36;2.054,30;2.056,36
Tesouro Selic;01/03/2029;17/11/2016;15,5410;15,6610;2.059,12;2.057,06;2.059,12
Tesouro Selic;01/03/2029;18/11/2016;15,4572;15,5772;2.051,66;2.049,60;2.051,66
Tesouro Selic;01/03/2029;21/11/2016;15,3730;15,4930;2.044,19;2.042,14;2.044,19
Tesouro Selic;01/03/2029;22/11/2016;15,3537;15,4737;2.042,48;2.040,44;2.042,48
Tesouro Selic;01/03/2029;23/11/2016;15,2125;15,3325;2.030,00;2.027,97;2.030,00
Tesouro Selic;01/03/2029;24/11/2016;15,1633;15,2833;2.025,68;2.023,65;2.025,68
Tesouro Selic;01/03/2029;25/11/2016;15,2170;15,3370;2.030,41;2.028,38;2.030,41
Tesouro Selic;01/03/2029;28/11/2016;15,1883;15,3083;2.027,88;2.025,85;2.027,88
Tesouro Selic;01/03/2029;29/11/2016;15,0878;15,2078;2.019,05;2.017,03;2.019,05
Tesouro Selic;01/03/2029;30/11/2016;15,0781;15,1981;2.018,19;2.016,17;2.018,19
Tesouro Selic;01/03/2029;01/12/2016;14,9663;15,0863;2.008,42;2.006,41;2.008,42
Tesouro Selic;01/03/2029;02/12/2016;15,0030;15,1230;2.011,62;2.009,61;2.011,62
Tesouro Selic;01/03/2029;05/12/2016;14,8611;14,9811;1.999,24;1.997,24;1.999,24
Tesouro Selic;01/03/2029;06/12/2016;14,8293;14,9493;1.996,48;1.994,48;1.996,48
Tesouro Selic;01/03/2029;07/12/2016;14,8486;14,9686;1.998,16;1.996,16;1.998,16
Tesouro Selic;01/03/2029;08/12/2016;14,7068;14,8268;1.985,84;1.983,86;1.985,84
Tesouro Selic;01/03/2029;09/12/2016;14,7496;14,8696;1.989,55;1.987,56;1.989,55
Tesouro Selic;01/03/2029;12/12/2016;14,6403;14,7603;1.980,10;1.978,12;1.980,10
Tesouro Selic;01/03/2029;13/12/2016;14,6288;14,7488;1.979,11;1.977,13;1.979,11
Tesouro Selic;01/03/2029;14/12/2016;14,4939;14,6139;1.967,49;1.965,52;1.967,49
Tesouro Selic;01/03/2029;15/12/2016;14,4576;14,5776;1.964,37;1.962,41;1.964,37
Tesouro Selic;01/03/2029;16/12/2016;14,3711;14,4911;1.956,96;1.955,00;1.956,96
Tesouro Selic;01/03/2029;19/12/2016;14,3192;14,4392;1.952,52;1.950,57;1.952,52
Tesouro Selic;01/03/2029;20/12/2016;14,3975;14,5175;1.959,22;1.957,26;1.959,22
Tesouro Selic;01/03/2029;21/12/2016;14,3613;14,4813;1.956,12;1.954,16;1.956,12
Tesouro Selic;01/03/2029;22/12/2016;14,4369;14,5569;1.962,59;1.960,63;1.962,59
Tesouro Selic;01/03/2029;23/12/2016;14,5365;14,6565;1.971,15;1.969,18;1.971,15
Tesouro Selic;01/03/2029;26/12/2016;14,4621;14,5821;1.964,76;1.962,80;1.964,76
Tesouro Selic;01/03/2029;27/12/2016;14,3367;14,4567;1.954,02;1.952,06;1.954,02
Tesouro Selic;01/03/2029;28/12/2016;14,1925;14,3125;1.941,73;1.939,79;1.941,73
Tesouro Selic;01/03/2029;29/12/2016;14,2044;14,3244;1.942,73;1.940,79;1.942,73
Tesouro Selic;01/03/2029;30/12/2016;14,3543;14,4743;1.955,52;1.953,57;1.955,52
Tesouro Selic;01/03/2029;02/01/2017;14,3093;14,4293;1.951,68;1.949,73;1.951,68
Tesouro Selic;01/03/2029;03/01/2017;14,3544;14,4744;1.955,53;1.953,57;1.955,53
Tesouro Selic;01/03/2029;04/01/2017;14,4387;14,5587;1.962,75;1.960,79;1.962,75
Tesouro Selic;01/03/2029;05/01/2017;14,4843;14,6043;1.966,66;1.964,69;1.966,66
Tesouro Selic;01/03/2029;06/01/2017;14,5605;14,6805;1.973,22;1.971,24;1.973,22
Tesouro Selic;01/03/2029;09/01/2017;14,6954;14,8154;1.984,86;1.982,88;1.984,86
Tesouro Selic;01/03/2029;10/01/2017;14,6052;14,7252;1.977,07;1.975,09;1.977,07
Tesouro Selic;01/03/2029;11/01/2017;14,4613;14,5813;1.964,69;1.962,73;1.964,69
Tesouro Selic;01/03/2029;12/01/2017;14,3571;14,4771;1.955,76;1.953,80;1.955,76
Tesouro Selic;01/03/2029;13/01/2017;14,2449;14,3649;1.946,19;1.944,24;1.946,19
Tesouro Selic;01/03/2029;16/01/2017;14,2958;14,4158;1.950,52;1.948,57;1.950,52
Tesouro Selic;01/03/2029;17/01/2017;14,3149;14,4349;1.952,16;1.950,21;1.952,16
Tesouro Selic;01/03/2029;18/01/2017;14,2303;14,3503;1.944,94;1.943,00;1.944,94
Tesouro Selic;01/03/2029;19/01/2017;14,2902;14,4102;1.950,04;1.948,09;1.950,04
Tesouro Selic;01/03/2029;20/01/2017;14,3702;14,4902;1.956,88;1.954,93;1.956,88
Tesouro Selic;01/03/2029;23/01/2017;14,2706;14,3906;1.948,37;1.946,42;1.948,37
Tesouro Selic;01/03/2029;24/01/2017;14,3028;14,4228;1.951,12;1.949,17;1.951,12
Tesouro Selic;01/03/2029;25/01/2017;14,3771;14,4971;1.957,47;1.955,52;1.957,47
Tesouro Selic;01/03/2029;26/01/2017;14,2615;14,3815;1.947,60;1.945,65;1.947,60
Tesouro Selic;01/03/2029;27/01/2017;14,3573;14,4773;1.955,78;1.953,82;1.955,78
Tesouro Selic;01/03/2029;30/01/2017;14,4967;14,6167;1.967,73;1.965,76;1.967,73
Tesouro Selic;01/03/2029;31/01/2017;14,3791;14,4991;1.957,64;1.955,69;1.957,64
Tesouro Selic;01/03/2029;01/02/2017;14,2368;14,3568;1.945,50;1.943,55;1.945,50
